Frame,Time (ns),(+)-Gallocatechin-(4??8)-(+)-catechin,Prodelphinidin A2 3'-gallate,Proanthocyanidin A-6
127,12.6003,4.509624218,6.039290777,5.578997779
128,12.7003,4.53548519,6.022881196,5.504987904
129,12.8003,4.518007154,6.045569758,5.553475697
130,12.9003,4.538802338,5.952244301,5.464967759
131,13.0003,4.535333358,5.866936502,5.527859201
132,13.1003,4.481143077,5.991064889,5.506357725
133,13.2003,4.450985379,5.980887262,5.408711661
134,13.3003,4.561021143,5.960097172,5.537769836
135,13.4003,4.483080309,6.059958041,5.541736037
136,13.5003,4.576274001,5.983602566,5.558522745
137,13.6003,4.530402985,5.999914049,5.559572672
138,13.7003,4.491722601,6.107252268,5.592175171
139,13.8003,4.517209629,6.023950683,5.484382225
140,13.9003,4.541248004,6.11846933,5.490278568
141,14.0003,4.504348674,6.043446281,5.49292184
142,14.1003,4.511734615,6.024433043,5.489808459
143,14.2003,4.468861024,6.041333867,5.448197511
144,14.3003,4.467987898,6.069840062,5.552624086
145,14.4003,4.486606182,6.079071262,5.551297485
146,14.5003,4.510417652,5.973443035,5.568438845
147,14.6003,4.492054041,6.037899103,5.485126617
148,14.7003,4.54501505,6.024331184,5.494960591
149,14.8003,4.528756925,6.022270343,5.519449489
150,14.9003,4.483843379,6.02048006,5.573594785
151,15.0003,4.538928189,6.023609113,5.50088895
152,15.1003,4.473443076,6.088069447,5.52380879
153,15.2003,4.446641093,5.945069089,5.473646167
154,15.3003,4.522632289,6.006311265,5.519043435
155,15.4003,4.558106798,6.076200851,5.480501708
156,15.5003,4.538984554,5.968902934,5.535576647
157,15.6003,4.499382096,5.926209852,5.505932454
158,15.7003,4.491697622,5.999582269,5.62604568
159,15.8003,4.424702145,6.005184568,5.557146825
160,15.9003,4.530064142,6.047135862,5.483087738
161,16.0003,4.567526708,5.930206082,5.496353208
162,16.1003,4.514383237,6.026001183,5.414667092
163,16.2003,4.426029575,6.02241804,5.533632005
164,16.3003,4.505881407,5.918333619,5.466075559
165,16.4003,4.459037035,6.082843086,5.540631025
166,16.5003,4.522493916,6.10275461,5.549540651
167,16.6003,4.571558857,6.006963915,5.528725162
168,16.7003,4.572897171,6.049855355,5.538536386
169,16.8003,4.496587889,6.051462792,5.519246024
170,16.9003,4.565911417,5.887736891,5.439819187
171,17.0003,4.576151799,5.80607794,5.484506485
172,17.1003,4.477859646,5.870288168,5.580725112
173,17.2003,4.436354068,5.932804987,5.394186742
174,17.3003,4.508984432,5.943279975,5.513822391
175,17.4003,4.50085595,5.846015028,5.553863833
176,17.5004,4.608342661,5.875545995,5.552156291
177,17.6004,4.519264339,5.843905377,5.533759709
178,17.7004,4.545194386,5.870507866,5.451929965
179,17.8004,4.511116371,5.95986554,5.563724103
180,17.9004,4.506452294,5.977254155,5.549149985
181,18.0004,4.46859149,6.012613131,5.508389616
182,18.1004,4.547821337,5.978519009,5.496081675
183,18.2004,4.506936075,5.90238773,5.483964436
184,18.3004,4.481628619,6.075194257,5.571516225
185,18.4004,4.558426145,5.907050109,5.552223194
186,18.5004,4.541407768,5.874055225,5.554169729
187,18.6004,4.55714173,5.862310901,5.479427351
188,18.7004,4.417691864,5.848913201,5.577594943
189,18.8004,4.542287317,5.952628531,5.64307716
190,18.9004,4.578485376,5.909131745,5.556213192
191,19.0004,4.499041247,5.985867854,5.507079105
192,19.1004,4.541940845,6.038001187,5.570868784
193,19.2004,4.491151587,5.946093448,5.507348335
194,19.3004,4.518939454,6.005650655,5.564025278
195,19.4004,4.499455709,6.021669068,5.594244489
196,19.5004,4.504104213,5.965946318,5.627125161
197,19.6004,4.491196442,6.038308943,5.469410837
198,19.7004,4.53698767,5.972970729,5.550459912
199,19.8004,4.537476212,6.093587213,5.63415647
200,19.9004,4.559620252,6.024519846,5.619388658
201,20.0004,4.562516417,6.021552215,5.532235234
202,20.1004,4.567765616,6.087462616,5.541771627
203,20.2004,4.625662655,6.076808134,5.487665847
204,20.3004,4.518897414,6.047580895,5.546901715
205,20.4004,4.502824416,6.019793429,5.598511963
206,20.5004,4.541626116,6.041589044,5.593256388
207,20.6004,4.490053175,6.001880212,5.533816909
208,20.7004,4.551675955,6.113015068,5.494578279
209,20.8004,4.451662876,6.078965948,5.613639143
210,20.9004,4.601774299,5.996936869,5.458823431
211,21.0004,4.599836198,6.037867758,5.49280321
212,21.1004,4.477781086,6.058224023,5.478195488
213,21.2004,4.492966878,5.999483666,5.554862814
214,21.3004,4.477481625,6.063112048,5.490836832
215,21.4004,4.495923933,5.96582381,5.576218929
216,21.5004,4.510181198,6.068805294,5.512227737
217,21.6004,4.532579349,5.947780741,5.568665959
218,21.7004,4.497072888,6.012372802,5.489534692
219,21.8004,4.467516532,6.02089694,5.50684816
220,21.9004,4.496495342,6.141864066,5.560630798
221,22.0004,4.484336666,6.041990693,5.605708576
222,22.1004,4.586255116,6.019211278,5.533741624
223,22.2004,4.438475602,5.996376971,5.519218319
224,22.3004,4.499925676,6.040697572,5.604179919
225,22.4004,4.517370209,6.004260763,5.539841092
226,22.5005,4.546252094,6.028924482,5.594727744
227,22.6005,4.578612968,5.994879226,5.5221067
228,22.7005,4.50069393,6.032871449,5.549408057
229,22.8005,4.480233399,6.011562841,5.561117443
230,22.9005,4.457258887,6.082910833,5.584330492
231,23.0005,4.515534594,6.016475297,5.544764816
232,23.1005,4.536453679,6.02719776,5.531738018
233,23.2005,4.512240883,6.073579107,5.575260656
234,23.3005,4.54113955,6.023142697,5.522423826
235,23.4005,4.469217928,6.014242256,5.601387413
236,23.5005,4.467180761,5.929585935,5.519546228
237,23.6005,4.479703084,6.026244619,5.580215372
238,23.7005,4.551293522,6.050614992,5.526707642
239,23.8005,4.483669646,6.037638299,5.561958212
240,23.9005,4.591236098,6.070039533,5.588021543
241,24.0005,4.577337646,6.040780829,5.565874395
242,24.1005,4.648746949,6.093369041,5.594229755
243,24.2005,4.40071614,6.012782863,5.583395429
244,24.3005,4.431068922,6.054774962,5.603538056
245,24.4005,4.58461354,6.035568635,5.498055079
246,24.5005,4.543441872,6.062462526,5.608535772
247,24.6005,4.482391586,6.071874351,5.562669717
248,24.7005,4.577930533,6.05709458,5.571935885
249,24.8005,4.490412458,6.059553034,5.489408711
250,24.9005,4.532389488,6.007324692,5.569792727
251,25.0005,4.554249202,6.002530951,5.524779144
252,25.1005,4.533740739,6.054368289,5.610199026
253,25.2005,4.581266231,6.05395135,5.579673962
254,25.3005,4.487906074,6.018667204,5.575577539
255,25.4005,4.470119213,6.023454948,5.527682799
256,25.5005,4.562445778,6.111635298,5.480468574
257,25.6005,4.495970259,6.04452483,5.44684639
258,25.7005,4.55967872,6.033163165,5.493603337
259,25.8005,4.529350696,6.137512764,5.613007979
260,25.9005,4.651514681,5.988469377,5.55309464
261,26.0005,4.528459006,6.054381249,5.549269167
262,26.1005,4.505839469,6.011025209,5.631807281
263,26.2005,4.497446063,6.041853902,5.630091648
264,26.3005,4.554591469,6.052993089,5.590905068
265,26.4005,4.517487135,6.050209558,5.592215506
266,26.5005,4.593883185,5.963714077,5.543153608
267,26.6005,4.546602697,6.058273233,5.566839783
268,26.7005,4.515119223,6.065357983,5.576169902
269,26.8005,4.520033315,6.119636486,5.538683654
270,26.9005,4.630631323,6.07948118,5.559059458
271,27.0005,4.495262857,6.076811492,5.516581098
272,27.1005,4.515308781,6.11584947,5.627321787
273,27.2005,4.513510888,6.061423446,5.496195105
274,27.3005,4.464039771,6.084505667,5.603627921
275,27.4005,4.518581318,6.061827476,5.563812161
276,27.5006,4.50877069,6.093307765,5.595188127
277,27.6006,4.477862017,6.037344934,5.552650496
278,27.7006,4.555905721,6.027254349,5.539157114
279,27.8006,4.481588862,6.006095184,5.515814667
280,27.9006,4.552610823,6.040878139,5.613293328
281,28.0006,4.446879774,6.019974253,5.608745629
282,28.1006,4.49100074,6.03222002,5.53352094
283,28.2006,4.5134522,6.0140376,5.565031288
284,28.3006,4.449912992,6.10177787,5.53084458
285,28.4006,4.640043054,6.062119206,5.572855694
286,28.5006,4.466955814,6.067340569,5.518328148
287,28.6006,4.61677752,6.061869082,5.602456935
288,28.7006,4.558910849,6.015630062,5.599999614
289,28.8006,4.511660555,6.033148249,5.544523463
290,28.9006,4.427246231,5.991387507,5.522262343
291,29.0006,4.558105275,6.036882371,5.488796792
292,29.1006,4.483525651,6.010339536,5.469804502
293,29.2006,4.472927881,6.069642575,5.531754349
294,29.3006,4.459946614,6.050043229,5.574254248
295,29.4006,4.524516608,6.021193858,5.457367884
296,29.5006,4.57431148,6.043674877,5.534082076
297,29.6006,4.555383418,6.060705547,5.625648829
298,29.7006,4.54371162,6.026495084,5.527358045
299,29.8006,4.474488463,6.054302715,5.595068358
300,29.9006,4.619911457,5.962843863,5.647962568
301,30.0006,4.622593924,6.023433836,5.626360801
302,30.1006,4.514899177,6.016492039,5.597882218
303,30.2006,4.481106613,6.056819542,5.546778141
304,30.3006,4.47120021,6.017601424,5.522931676
305,30.4006,4.531150073,6.004353813,5.583477519
306,30.5006,4.580139056,5.968372679,5.609226515
307,30.6006,4.541573957,5.984497621,5.589293168
308,30.7006,4.582800234,6.021445576,5.528809045
309,30.8006,4.541338911,6.14110635,5.530207
310,30.9006,4.59778482,5.996347434,5.561852697
311,31.0006,4.551776567,6.05510298,5.620819618
312,31.1006,4.463200568,6.006803976,5.590269837
313,31.2006,4.572259493,6.038607867,5.531559976
314,31.3006,4.555935726,6.086807615,5.544738809
315,31.4006,4.666931355,6.084881535,5.579014605
316,31.5006,4.635983709,5.961805218,5.614915923
317,31.6006,4.580997261,6.121473291,5.579253901
318,31.7006,4.567418624,6.062285076,5.592387018
319,31.8006,4.43801975,6.041384041,5.601711427
320,31.9006,4.524558205,6.069227321,5.536145049
321,32.0006,4.470214522,6.063790237,5.472248356
322,32.1006,4.630668142,6.01125087,5.667908719
323,32.2006,4.568767989,6.015589785,5.670873447
324,32.3006,4.702052872,6.008481868,5.540260491
325,32.4006,4.72495419,6.033924652,5.552163843
326,32.5007,4.744363709,6.056995155,5.632800611
327,32.6007,4.698257955,6.038523043,5.611406788
328,32.7007,4.588669017,6.053389623,5.59215168
329,32.8007,4.651244183,6.051732776,5.6018634
330,32.9007,4.616661991,6.036858763,5.530984498
331,33.0007,4.647484249,6.006998974,5.581356831
332,33.1007,4.632417674,6.076492536,5.581043102
333,33.2007,4.555215351,6.031727248,5.536496948
334,33.3007,4.524035289,6.023665798,5.619572842
335,33.4007,4.508057224,6.13453522,5.573666384
336,33.5007,4.464518998,5.994567833,5.566764167
337,33.6007,4.550616979,6.044083253,5.602129968
338,33.7007,4.738397715,6.04526328,5.556515311
339,33.8007,4.551256237,6.098936867,5.53909908
340,33.9007,4.49617118,5.97356709,5.609875767
341,34.0007,4.485578702,6.071831467,5.619315131
342,34.1007,4.446551341,5.997497736,5.545759485
343,34.2007,4.556715398,6.048382614,5.594945601
344,34.3007,4.742109442,6.023583804,5.517715069
345,34.4007,4.621764812,6.018432932,5.581818095
346,34.5007,4.75245001,6.05789406,5.634402591
347,34.6007,4.650746928,6.025092837,5.59506158
348,34.7007,4.738207239,5.977609473,5.592270203
349,34.8007,4.625573794,6.046300346,5.590485522
350,34.9007,4.645040611,6.035749413,5.589783673
351,35.0007,4.682433843,6.036227996,5.545894957
352,35.1007,4.592390616,6.084770372,5.563184252
353,35.2007,4.643848662,6.041459454,5.619749849
354,35.3007,4.460920852,6.096367598,5.62024466
355,35.4007,4.691383671,6.042256143,5.591558111
356,35.5007,4.570349612,6.023417798,5.61334772
357,35.6007,4.590252431,6.050668527,5.615005893
358,35.7007,4.737032712,6.040800457,5.62229667
359,35.8007,4.557528059,6.044070167,5.640292521
360,35.9007,4.607175566,6.055361723,5.534412374
361,36.0007,4.560697247,6.00466738,5.606264844
362,36.1007,4.755311891,6.020983928,5.608463379
363,36.2007,4.641506897,6.077001527,5.651234419
364,36.3007,4.720672407,6.051950968,5.596518048
365,36.4007,4.677132289,6.074502842,5.619778081
366,36.5007,4.622515809,6.07026166,5.543923234
367,36.6007,4.679686092,6.119946657,5.536638966
368,36.7007,4.652548306,6.095993118,5.63175435
369,36.8007,4.678292419,6.056346598,5.58624666
370,36.9007,4.704513783,6.06657619,5.606558341
371,37.0007,4.638537159,6.060817004,5.599662834
372,37.1007,4.676372022,6.085305447,5.536623227
373,37.2007,4.776555385,6.041343477,5.57940785
374,37.3007,4.686560369,6.049555608,5.655632383
375,37.4007,4.52143536,6.046936667,5.608493944
376,37.5007,4.544985457,6.062811749,5.618438081
377,37.6008,4.658317458,6.091168572,5.622553346
378,37.7008,4.540606954,6.087335534,5.655341694
379,37.8008,4.551753551,6.0973803,5.522293095
380,37.9008,4.48355234,5.978527616,5.575457765
381,38.0008,4.604586482,6.151616976,5.605478028
382,38.1008,4.47820096,5.982124048,5.533155308
383,38.2008,4.450842557,5.879012131,5.533207875
384,38.3008,4.694501927,5.981168369,5.541741878
385,38.4008,4.645346223,6.020324987,5.532697834
386,38.5008,4.666628773,6.031167058,5.625647207
387,38.6008,4.540080625,6.006687992,5.604495723
388,38.7008,4.63940612,5.98107135,5.611698783
389,38.8008,4.481689089,6.010341946,5.578115852
390,38.9008,4.479106417,6.000358974,5.630996895
391,39.0008,4.649025052,5.941021683,5.56859458
392,39.1008,4.669207359,5.930027952,5.555854902
393,39.2008,4.668968101,5.984526189,5.58105108
394,39.3008,4.695382235,5.990628921,5.642170255
395,39.4008,4.724978478,5.989907478,5.546342658
396,39.5008,4.755535462,5.983723941,5.623141242
397,39.6008,4.660928966,5.991282439,5.530417813
398,39.7008,4.682425314,6.029310164,5.629472862
399,39.8008,4.566599785,5.935478996,5.611584426
400,39.9008,4.599017495,5.969366591,5.631515202
401,40.0008,4.63448799,6.053148909,5.607044534
402,40.1008,4.45343123,5.961149549,5.590983669
403,40.2008,4.644007175,5.954769535,5.619418272
404,40.3008,4.469199724,5.991326311,5.597317883
405,40.4008,4.703370359,6.003880106,5.590882684
406,40.5008,4.44261013,6.086296223,5.533991052
407,40.6008,4.645807867,5.889482395,5.579550188
408,40.7008,4.730486206,5.959326952,5.569946074
409,40.8008,4.698940635,6.03761073,5.583920826
410,40.9008,4.637730526,5.992200226,5.557291993
411,41.0008,4.779353378,6.000603016,5.565621311
412,41.1008,4.719330401,5.970738364,5.564546163
413,41.2008,4.720154822,6.015731684,5.585923921
414,41.3008,4.740246775,5.900457402,5.578376292
415,41.4008,4.808015556,6.014550005,5.615245204
416,41.5008,4.802640136,5.944892441,5.628409942
417,41.6008,4.849594603,5.974858697,5.58422566
418,41.7008,4.83224571,5.99227089,5.596123015
419,41.8008,4.890251412,6.015777882,5.603804989
420,41.9008,4.709918996,5.944243512,5.57690374
421,42.0008,4.763167111,5.967533122,5.590638853
422,42.1008,4.740814361,5.975004765,5.67311993
423,42.2008,4.618219995,6.011085486,5.590084325
424,42.3008,4.719165337,6.05185176,5.618574204
425,42.4008,4.696481763,5.977995804,5.585888944
426,42.5008,4.696452641,5.951553763,5.492181256
427,42.6009,4.807740958,6.031507913,5.578830595
428,42.7009,4.827257838,6.060697855,5.592895268
429,42.8009,4.763669977,5.999591217,5.56784996
430,42.9009,4.678586239,6.03192426,5.655101027
431,43.0009,4.573144013,6.025132711,5.59044218
432,43.1009,4.626951688,6.050463385,5.577332151
433,43.2009,4.734753508,6.000044573,5.523005134
434,43.3009,4.721916734,5.957241193,5.559691128
435,43.4009,4.693495056,6.009943327,5.690824144
436,43.5009,4.621654164,6.044579366,5.548127607
437,43.6009,4.254310588,5.862151016,5.616164996
438,43.7009,4.75596308,5.983309398,5.572728978
439,43.8009,4.664400635,6.0165794,5.649471495
440,43.9009,4.588759007,5.971840003,5.617473988
441,44.0009,4.755032831,5.972224653,5.557420136
442,44.1009,4.558692121,6.019117596,5.504508885
443,44.2009,4.499154713,6.061735429,5.594630605
444,44.3009,4.792115454,5.952313868,5.567590917
445,44.4009,4.369620639,5.954345949,5.534842457
446,44.5009,4.56061404,6.025434179,5.568680688
447,44.6009,4.626185296,5.951422896,5.54793903
448,44.7009,4.5729225,6.025299733,5.578638692
449,44.8009,4.582511252,5.993274137,5.563924055
450,44.9009,4.610068975,6.034647653,5.57067181
451,45.0009,4.677911288,5.998078574,5.609369927
452,45.1009,4.681656342,5.952727539,5.486776996
453,45.2009,4.727178068,5.94042993,5.553980445
454,45.3009,4.661963511,5.954599815,5.620271617
455,45.4009,4.513353269,5.927252974,5.519885677
456,45.5009,4.635371678,5.928811999,5.568863253
457,45.6009,4.579389269,6.006596749,5.581179232
458,45.7009,4.580685141,5.989616763,5.559100312
459,45.8009,4.592230445,5.946380342,5.547545026
460,45.9009,4.70786246,5.946956666,5.51932546
461,46.0009,4.521400671,5.958011426,5.599948273
462,46.1009,4.60493635,6.024081515,5.49953819
463,46.2009,4.637050026,6.008172686,5.535388446
464,46.3009,4.734979433,6.038709068,5.546386022
465,46.4009,4.696379987,5.994718412,5.578189661
466,46.5009,4.591171613,6.066573119,5.556850947
467,46.6009,4.575537082,6.048229317,5.557049374
468,46.7009,4.70226715,6.025005419,5.549539204
469,46.8009,4.688731117,6.087780897,5.60457642
470,46.9009,4.604517617,5.974661651,5.582836774
471,47.0009,4.722100333,5.96771296,5.51341724
472,47.1009,4.686002,6.063602376,5.545793227
473,47.2009,4.602496661,6.052949639,5.534644346
474,47.3009,4.507549685,6.01016184,5.618124938
475,47.4009,4.578997406,6.023738624,5.531587561
476,47.501,4.597935649,6.097243702,5.511452665
477,47.601,4.673523831,6.103215339,5.587069083
478,47.701,4.622919863,6.105516103,5.503911121
479,47.801,4.622182449,6.059944301,5.5728806
480,47.901,4.531560538,6.016823591,5.537257908
481,48.001,4.567121716,6.031995786,5.568043465
482,48.101,4.593417995,6.008080756,5.515229218
483,48.201,4.703083079,6.051804058,5.498878562
484,48.301,4.704363825,5.945149867,5.577545681
485,48.401,4.557725778,6.069925526,5.581828559
486,48.501,4.703894549,6.013993858,5.570048609
487,48.601,4.528439842,6.03902826,5.612228632
488,48.701,4.66329946,6.077779534,5.571504634
489,48.801,4.45052408,6.005843491,5.573019048
490,48.901,4.495734937,6.035300887,5.569625485
491,49.001,4.63919652,6.008613358,5.585432565
492,49.101,4.623935687,6.011549167,5.605349807
493,49.201,4.659461674,5.999423994,5.577625811
494,49.301,4.648340377,6.05517103,5.620727708
495,49.401,4.597077702,6.016520291,5.626489507
496,49.501,4.616197161,6.027334196,5.54880065
497,49.601,4.753526119,5.953350622,5.513744765
498,49.701,4.744710097,6.009864365,5.552682613
499,49.801,4.657686491,6.085741856,5.574488577
500,49.901,4.652932923,6.069744717,5.605506937
501,50.001,4.683990654,6.043377455,5.500592597
502,50.101,4.537094323,6.094406539,5.535789147
503,50.201,4.676559218,6.060993717,5.564146367
504,50.301,4.46780653,5.957241361,5.546191603
505,50.401,4.687998672,5.97219227,5.625870152
506,50.501,4.595569561,6.039517523,5.585823202
507,50.601,4.709129143,5.973774757,5.523828302
508,50.701,4.652443158,6.011077614,5.54713085
509,50.801,4.771350072,6.02467126,5.479538756
510,50.901,4.621800848,6.044787382,5.613009917
511,51.001,4.657714676,6.037369224,5.600847125
512,51.101,4.614846554,6.046443359,5.44012934
513,51.201,4.629191487,6.148376154,5.446073544
514,51.301,4.645203728,6.058546046,5.581793899
515,51.401,4.66985539,6.057699891,5.51984828
516,51.501,4.591070546,6.081752992,5.485622182
517,51.601,4.55988346,6.110977601,5.604212818
518,51.701,4.679077956,6.01233332,5.610377349
519,51.801,4.564736558,6.023876595,5.479029544
520,51.901,4.684694997,6.038509882,5.560999992
521,52.001,4.607741427,6.069885049,5.553734399
522,52.101,4.560599846,6.028108952,5.54976195
523,52.201,4.435458728,5.908647818,5.5302577
524,52.301,4.666304169,6.001151495,5.573876003
525,52.401,4.607836472,6.033329996,5.601604766
526,52.5011,4.626926577,5.943275144,5.521891884
527,52.6011,4.610961798,5.876087981,5.552829428
528,52.7011,4.538023557,5.96160824,5.583555065
529,52.8011,4.528425529,5.979269536,5.546614927
530,52.9011,4.610046913,5.963122992,5.481864402
531,53.0011,4.5387657,6.034062623,5.604655376
532,53.1011,4.583652467,5.957217639,5.528329338
533,53.2011,4.522847876,6.010885838,5.582648975
534,53.3011,4.603446588,6.038777157,5.522259123
535,53.4011,4.551218946,6.0673615,5.51526232
536,53.5011,4.516388212,6.109280941,5.512789082
537,53.6011,4.531799555,6.091177082,5.584465665
538,53.7011,4.596447976,6.071606384,5.586060179
539,53.8011,4.505623003,6.038244722,5.540599859
540,53.9011,4.482432646,6.032010393,5.599569704
541,54.0011,4.64257716,6.028340502,5.569713198
542,54.1011,4.458858034,6.048297351,5.589039136
543,54.2011,4.538198907,6.03236438,5.60161108
544,54.3011,4.566862442,6.023995882,5.560734011
545,54.4011,4.672369786,6.022526993,5.534264584
546,54.5011,4.451547186,6.052798772,5.497965574
547,54.6011,4.631346209,6.005526884,5.538131851
548,54.7011,4.580833507,5.977599896,5.562948553
549,54.8011,4.559545555,6.059030298,5.516860841
550,54.9011,4.540081467,6.047599356,5.579149844
551,55.0011,4.561701325,6.009663801,5.592021961
552,55.1011,4.471038358,6.001326498,5.587271702
553,55.2011,4.550137455,6.015037223,5.536990306
554,55.3011,4.632909018,6.046280824,5.514230407
555,55.4011,4.680480666,6.026205867,5.544016717
