Frame,Time (ns),(+)-Gallocatechin-(4??8)-(+)-catechin,Prodelphinidin A2 3'-gallate,Proanthocyanidin A-6
556,55.5011,4.722085799,6.005823671,5.509043882
557,55.6011,4.562166189,6.026952836,5.532135988
558,55.7011,4.473274017,6.110731062,5.537951972
559,55.8011,4.473681825,6.031846504,5.589834812
560,55.9011,4.662216381,6.052607558,5.525181335
561,56.0011,4.483715497,6.087362405,5.554097575
562,56.1011,4.492602615,6.094873443,5.54851493
563,56.2011,4.58775395,6.080665335,5.529296097
564,56.3011,4.598224242,6.077507687,5.554813986
565,56.4011,4.716030991,6.045014988,5.522233313
566,56.5011,4.731254151,5.986026987,5.574373063
567,56.6011,4.65970179,6.009307831,5.560016949
568,56.7011,4.535435199,6.06900622,5.410027125
569,56.8011,4.700112463,6.002255209,5.622786508
570,56.9011,4.778326618,6.034623615,5.546731136
571,57.0011,4.74483669,6.009130218,5.588036795
572,57.1011,4.647245409,5.999054496,5.521233812
573,57.2011,4.547594551,6.058693716,5.531848067
574,57.3011,4.606297371,6.108104628,5.568253401
575,57.4011,4.451857412,6.092397923,5.513905025
576,57.5012,4.473727659,6.035937981,5.541017008
577,57.6012,4.569045605,6.072674061,5.534918745
578,57.7012,4.392483249,5.961228201,5.574954404
579,57.8012,4.536272053,6.044101781,5.58946146
580,57.9012,4.590592628,6.098838265,5.512425161
581,58.0012,4.580384728,6.100805286,5.512120248
582,58.1012,4.476567714,5.988978913,5.500023605
583,58.2012,4.519360853,6.043942364,5.527903254
584,58.3012,4.510719098,6.071379128,5.514132333
585,58.4012,4.638334483,6.0564553,5.519979512
586,58.5012,4.703627085,6.019924577,5.550685079
587,58.6012,4.682327939,6.075555477,5.482264387
588,58.7012,4.481391067,5.996744381,5.493562022
589,58.8012,4.622672307,6.124698334,5.594442996
590,58.9012,4.512059396,6.033079825,5.563394472
591,59.0012,4.517700746,6.071705387,5.550309574
592,59.1012,4.644668833,5.963343056,5.621291927
593,59.2012,4.522884243,6.058360095,5.554837225
594,59.3012,4.729872215,6.094268341,5.4966668
595,59.4012,4.39587868,5.942593243,5.560597086
596,59.5012,4.762266892,5.958560873,5.558398719
597,59.6012,4.498009294,5.996577304,5.531803098
598,59.7012,4.477560866,6.055822811,5.50598861
599,59.8012,4.696284131,6.070765581,5.598565789
600,59.9012,4.576171393,6.062905982,5.56459519
601,60.0012,4.687665187,6.111465652,5.537982507
602,60.1012,4.714277681,6.019600814,5.576532849
603,60.2012,4.493062271,6.087457624,5.55303993
604,60.3012,4.594846288,5.963143474,5.566910816
605,60.4012,4.713022164,5.99923762,5.590555473
606,60.5012,4.550161395,5.969361461,5.546945248
607,60.6012,4.540297014,6.071236317,5.54032141
608,60.7012,4.639824039,6.074911068,5.570825161
609,60.8012,4.583490148,6.040703431,5.56154364
610,60.9012,4.582832305,6.016523673,5.41671785
611,61.0012,4.540770612,5.967579429,5.520199918
612,61.1012,4.661784174,5.990199487,5.643367004
613,61.2012,4.753817785,6.095286099,5.569238807
614,61.3012,4.717735862,6.091418508,5.572162018
615,61.4012,4.769692788,6.065788067,5.509341158
616,61.5012,4.664182909,6.063780551,5.505150164
617,61.6012,4.664188698,6.027054708,5.574084893
618,61.7012,4.779107534,6.045903675,5.476744027
619,61.8012,4.710327784,6.013084374,5.473894028
620,61.9012,4.702015303,6.007696272,5.554200783
621,62.0012,4.628511524,5.996445385,5.553966399
622,62.1012,4.768507647,6.027835155,5.535300664
623,62.2012,4.722154451,6.013995252,5.553471113
624,62.3012,4.745567352,6.085902168,5.535485889
625,62.4012,4.775397244,6.063618084,5.536680914
626,62.5012,4.537118666,6.071855377,5.553157014
627,62.6013,4.746888967,6.063624796,5.585314777
628,62.7013,4.732473365,6.08785116,5.500260346
629,62.8013,4.644714328,6.108720044,5.538327283
630,62.9013,4.708518652,6.051198714,5.463760868
631,63.0013,4.756440804,6.067673002,5.486705472
632,63.1013,4.741278993,6.144446066,5.554355063
633,63.2013,4.653248676,6.074334537,5.476384158
634,63.3013,4.560776385,6.087628533,5.507433083
635,63.4013,4.681095353,6.134235928,5.586563272
636,63.5013,4.705596434,6.07916286,5.549320691
637,63.6013,4.647346058,6.093770329,5.52018226
638,63.7013,4.758102333,6.083040306,5.540748193
639,63.8013,4.767286715,6.158731687,5.575719032
640,63.9013,4.680733102,6.064553091,5.53769867
641,64.0013,4.744642547,6.112525175,5.533878899
642,64.1013,4.7675762,6.107267512,5.554126774
643,64.2013,4.813647003,6.091282577,5.548945498
644,64.3013,4.696266024,6.048876523,5.576834337
645,64.4013,4.766030289,6.113447435,5.551278124
646,64.5013,4.516960605,6.099409445,5.52304381
647,64.6013,4.45797775,6.089181054,5.478071606
648,64.7013,4.617828369,6.051388126,5.540227382
649,64.8013,4.500921832,6.007113966,5.601114039
650,64.9013,4.644094813,6.030871502,5.501052664
651,65.0013,4.512402374,6.096064284,5.472441734
652,65.1013,4.644471298,6.114825043,5.507575603
653,65.2013,4.457567923,6.066094768,5.549237508
654,65.3013,4.574152397,6.046859013,5.618999224
655,65.4013,4.641571307,6.000880238,5.604563348
656,65.5013,4.578390187,6.062723331,5.470619929
657,65.6013,4.479371282,6.053358605,5.528140539
658,65.7013,4.705934443,6.112627005,5.520728295
659,65.8013,4.611777219,6.057837753,5.553685484
660,65.9013,4.704866439,6.087338181,5.466076425
661,66.0013,4.582273557,6.077734402,5.592532713
662,66.1013,4.712764951,6.063599371,5.576588421
663,66.2013,4.739065501,6.030131853,5.598086921
664,66.3013,4.725542372,6.121336111,5.462940041
665,66.4013,4.549140682,5.98253575,5.553603882
666,66.5013,4.668720796,6.105667119,5.58046553
667,66.6013,4.473403302,6.044815426,5.603341069
668,66.7013,4.490742331,6.094494772,5.57684311
669,66.8013,4.572679768,6.148173831,5.536101698
670,66.9013,4.62513734,6.033845899,5.48942076
671,67.0013,4.576297176,6.087508942,5.517324113
672,67.1013,4.466092992,5.993197265,5.55380571
673,67.2013,4.633975149,5.988322417,5.544592509
674,67.3013,4.593124886,6.06994111,5.45395033
675,67.4013,4.617316485,6.053479695,5.45987641
676,67.5014,4.795610511,6.058693629,5.549091191
677,67.6014,4.600843979,6.152741853,5.523127777
678,67.7014,4.571721764,6.043680989,5.495766194
679,67.8014,4.493669243,6.053898997,5.570664775
680,67.9014,4.636245713,6.068562682,5.605687196
681,68.0014,4.608540873,6.009840006,5.538651495
682,68.1014,4.581230327,6.071503609,5.460414686
683,68.2014,4.674569289,6.073046632,5.508349686
684,68.3014,4.703762676,6.115761675,5.47624762
685,68.4014,4.674936974,6.093660994,5.600384718
686,68.5014,4.56811402,6.021245666,5.511749032
687,68.6014,4.570449344,6.037786099,5.593110281
688,68.7014,4.669673198,6.008273199,5.547248275
689,68.8014,4.519422139,6.050895451,5.593468765
690,68.9014,4.462825889,6.080603632,5.579098699
691,69.0014,4.537019911,6.065509905,5.571679268
692,69.1014,4.60784866,6.041400811,5.569914267
693,69.2014,4.601603858,6.083948543,5.573970755
694,69.3014,4.573652799,6.066281915,5.442663049
695,69.4014,4.830343062,6.089691024,5.465555219
696,69.5014,4.60248717,6.102751505,5.574174347
697,69.6014,4.675379556,6.103929836,5.53626772
698,69.7014,4.563285666,6.087941354,5.505524984
699,69.8014,4.594421527,6.018800423,5.524226309
700,69.9014,4.482848735,6.066722987,5.5442087
701,70.0014,4.463711392,6.098942276,5.513267919
702,70.1014,4.515945549,6.091818198,5.50095381
703,70.2014,4.610529015,6.093694939,5.577947276
704,70.3014,4.423116509,6.040953824,5.510248022
705,70.4014,4.623524141,6.050313165,5.552899863
706,70.5014,4.841375633,6.0713251,5.592118173
707,70.6014,4.559151986,6.023051805,5.559849961
708,70.7014,4.653147368,6.095906363,5.573379777
709,70.8014,4.585660997,6.069834599,5.538875939
710,70.9014,4.702561142,5.970100329,5.555344619
711,71.0014,4.66834307,6.05333693,5.556825671
712,71.1014,4.691106101,6.041979998,5.578011239
713,71.2014,4.554797783,6.089874427,5.634972575
714,71.3014,4.781341603,6.078217266,5.527036059
715,71.4014,4.802928562,6.078090595,5.496528417
716,71.5014,4.677029317,6.09872828,5.546505851
717,71.6014,4.598881499,6.059757274,5.550548544
718,71.7014,4.699920319,6.089188881,5.534219683
719,71.8014,4.64692739,6.080940653,5.574726249
720,71.9014,4.581651594,6.066473433,5.610957326
721,72.0014,4.647940733,6.078158466,5.570071683
722,72.1014,4.839350629,6.035253104,5.562395006
723,72.2014,4.65785968,5.999728838,5.522510029
724,72.3014,4.754261253,6.001654231,5.542692325
725,72.4014,4.782883883,6.118290274,5.586599699
726,72.5014,4.820685851,6.03714966,5.54979381
727,72.6015,4.660262339,6.048095608,5.591431355
728,72.7015,4.789750535,6.008192196,5.548401342
729,72.8015,4.767045839,6.033224061,5.575898785
730,72.9015,4.621196442,6.087949688,5.564845849
731,73.0015,4.642089358,6.063926697,5.597366451
732,73.1015,4.769608085,6.126687039,5.603694426
733,73.2015,4.710560805,6.079624128,5.6241605
734,73.3015,4.737569677,6.021337612,5.590447886
735,73.4015,4.76339757,6.047733172,5.577758407
736,73.5015,4.760041163,6.103585974,5.557639501
737,73.6015,4.727652398,6.113837403,5.569419175
738,73.7015,4.875415774,6.070027977,5.570617037
739,73.8015,4.727485845,6.028813365,5.563184779
740,73.9015,4.838341878,6.111332041,5.590112684
741,74.0015,4.740733096,6.041234649,5.606494819
742,74.1015,4.622305474,6.02375659,5.607793528
743,74.2015,4.716702659,6.067532082,5.524578329
744,74.3015,4.771452151,6.080223734,5.452362183
745,74.4015,4.633852664,5.981466104,5.494895379
746,74.5015,4.80306631,6.043484783,5.491600767
747,74.6015,4.707736727,6.052226535,5.530967175
748,74.7015,4.712570365,6.110676822,5.471093447
749,74.8015,4.609352153,6.072674783,5.500705569
750,74.9015,4.719473437,6.048955869,5.541203413
751,75.0015,4.586977969,6.014967261,5.588462523
752,75.1015,4.637646374,6.01628,5.498518793
753,75.2015,4.621611437,6.074661218,5.533865501
754,75.3015,4.530292898,6.058458057,5.573561906
755,75.4015,4.594543419,6.094530381,5.553994971
756,75.5015,4.597564795,6.095789769,5.612708224
757,75.6015,4.719195686,6.075369557,5.564592606
758,75.7015,4.567037942,6.090621233,5.581425532
759,75.8015,4.604676854,6.10092274,5.514333462
760,75.9015,4.590422928,6.077563033,5.537840833
761,76.0015,4.715969425,6.027681246,5.515084791
762,76.1015,4.470839654,6.078075988,5.534444692
763,76.2015,4.544475129,6.110475316,5.531098467
764,76.3015,4.524230087,6.043587188,5.615748855
765,76.4015,4.537058506,6.096977577,5.618977638
766,76.5015,4.574454074,6.046269463,5.528519416
767,76.6015,4.533908347,6.132612606,5.57831402
768,76.7015,4.564946658,6.115003863,5.595187131
769,76.8015,4.679595714,6.104991621,5.583662205
770,76.9015,4.473191015,6.060404104,5.639841929
771,77.0015,4.569864483,6.082958573,5.557834375
772,77.1015,4.683464088,6.094826545,5.584136025
773,77.2015,4.695422335,6.090664346,5.568893995
774,77.3015,4.477130456,6.111870984,5.540872782
775,77.4015,4.512788792,6.146642712,5.630509501
776,77.5016,4.757355051,6.055930359,5.493396044
777,77.6016,4.623793552,6.054018644,5.610463746
778,77.7016,4.540459864,6.084124715,5.470247539
779,77.8016,4.550899514,6.102828268,5.622492637
780,77.9016,4.479978311,6.152543958,5.541427675
781,78.0016,4.655201209,6.059726286,5.578195813
782,78.1016,4.555458282,6.103873986,5.534690641
783,78.2016,4.574046309,6.083585451,5.509098021
784,78.3016,4.538938712,6.126484146,5.459507993
785,78.4016,4.644786014,6.097473786,5.497789729
786,78.5016,4.576365174,6.049743346,5.569095975
787,78.6016,4.62089325,6.074097305,5.550409366
788,78.7016,4.672661815,6.102634014,5.620566527
789,78.8016,4.664285706,6.089174407,5.589672653
790,78.9016,4.681332038,6.057911604,5.608341428
791,79.0016,4.473783235,6.128360414,5.402351001
792,79.1016,4.617089649,6.053459496,5.517678793
793,79.2016,4.527779227,6.017474314,5.490894168
794,79.3016,4.527182459,6.068563184,5.637134613
795,79.4016,4.591233623,6.072855997,5.617704215
796,79.5016,4.640720228,6.073394243,5.578682017
797,79.6016,4.416633169,6.064760379,5.498362144
798,79.7016,4.520993627,6.094546976,5.39977563
799,79.8016,4.708017667,6.06381522,5.455862581
800,79.9016,4.692874239,6.065523583,5.427179846
801,80.0016,4.682912544,6.056442795,5.527059923
802,80.1016,4.652752588,6.071499336,5.456658153
803,80.2016,4.590154892,6.085607747,5.497799986
804,80.3016,4.590486018,6.048074469,5.414535108
805,80.4016,4.506446537,6.028899736,5.486022173
806,80.5016,4.543886945,6.063062259,5.485328795
807,80.6016,4.501530338,6.036916918,5.489602927
808,80.7016,4.501662392,6.087927063,5.532441391
809,80.8016,4.624322049,6.064435799,5.493963818
810,80.9016,4.638642405,6.09192366,5.568647174
811,81.0016,4.577576486,6.075838423,5.559228878
812,81.1016,4.701031726,6.088109134,5.517068787
813,81.2016,4.546102822,6.071943668,5.533386329
814,81.3016,4.48193621,6.104069348,5.471956467
815,81.4016,4.586487289,6.089646626,5.533759365
816,81.5016,4.585319806,6.106688681,5.467635413
817,81.6016,4.642542338,6.039925257,5.46286168
818,81.7016,4.532553874,6.073065213,5.463663645
819,81.8016,4.542076984,6.078989489,5.462680021
820,81.9016,4.498546046,6.030777583,5.581539506
821,82.0016,4.707549171,6.003351222,5.516180786
822,82.1016,4.622151863,6.039648241,5.432394775
823,82.2016,4.683169248,6.023704849,5.548709123
824,82.3016,4.58288052,6.005765826,5.415749112
825,82.4016,4.606688961,6.008286195,5.515820114
826,82.5017,4.537924479,6.034620242,5.542744631
827,82.6017,4.517054558,6.09716029,5.462296673
828,82.7017,4.535499123,6.052901826,5.496085006
829,82.8017,4.57733179,5.996503603,5.451917976
830,82.9017,4.575384438,6.058935438,5.441414049
831,83.0017,4.599041207,6.045000146,5.519562237
832,83.1017,4.479466653,6.069917548,5.48624729
833,83.2017,4.626503945,6.040222986,5.498202114
834,83.3017,4.577208808,6.077699647,5.560704613
835,83.4017,4.634119218,6.053929949,5.466501011
836,83.5017,4.712245894,6.079438058,5.482565998
837,83.6017,4.508388358,6.044356656,5.65186137
838,83.7017,4.510534152,6.04275435,5.598822951
839,83.8017,4.534887096,6.008912665,5.44425698
840,83.9017,4.575670687,6.075748984,5.491414989
841,84.0017,4.627221812,6.009206153,5.495874898
842,84.1017,4.706924699,6.043633799,5.516864964
843,84.2017,4.523325474,6.040664501,5.484442402
844,84.3017,4.62668378,6.038260695,5.554347886
845,84.4017,4.683225014,6.104951775,5.487337263
846,84.5017,4.605610748,6.002333895,5.660510902
847,84.6017,4.610954044,6.055737718,5.572579072
848,84.7017,4.581071715,6.128524128,5.661040424
849,84.8017,4.586152814,6.054182014,5.474031044
850,84.9017,4.535077556,6.07211891,5.44705696
851,85.0017,4.648443417,5.993952773,5.674277062
852,85.1017,4.666714785,6.074808807,5.47527887
853,85.2017,4.746206464,6.156563363,5.489072209
854,85.3017,4.657007637,6.087505437,5.454622105
855,85.4017,4.538702171,6.071407718,5.552330438
856,85.5017,4.685972487,6.01056132,5.444855449
857,85.6017,4.596751798,6.093530622,5.528024808
858,85.7017,4.590434418,6.113563693,5.367429555
859,85.8017,4.677195418,6.081440383,5.510204084
860,85.9017,4.573304745,6.105668341,5.562157196
861,86.0017,4.577781627,6.100954664,5.518181499
862,86.1017,4.549781111,6.056175301,5.547382788
863,86.2017,4.598501224,6.127642212,5.566257594
864,86.3017,4.570106697,6.08468659,5.528454821
865,86.4017,4.562185292,6.137532678,5.553020796
866,86.5017,4.671297698,6.104341292,5.508286866
867,86.6017,4.630881049,6.102338076,5.568290472
868,86.7017,4.484415049,6.026833531,5.543284855
869,86.8017,4.526314321,6.059205936,5.511491168
870,86.9017,4.610118859,6.054716909,5.493025607
871,87.0017,4.577289042,6.089763076,5.50363498
872,87.1017,4.60301784,6.107422546,5.497548981
873,87.2017,4.507857193,6.045388568,5.554438312
874,87.3017,4.671896192,6.078934331,5.52543686
875,87.4017,4.668119487,6.052610032,5.545678737
876,87.5018,4.601153226,6.100630482,5.590765574
877,87.6018,4.648208901,6.135214071,5.551069853
878,87.7018,4.526662343,6.050305132,5.632159683
879,87.8018,4.675686184,6.115191001,5.566431417
880,87.9018,4.66757662,6.088275226,5.547679649
881,88.0018,4.686120983,6.054601013,5.533918631
882,88.1018,4.627770971,6.070340394,5.538977321
883,88.2018,4.513078549,6.044611464,5.542634665
884,88.3018,4.574865731,6.0371007,5.57216559
885,88.4018,4.455012408,6.023294963,5.601681883
886,88.5018,4.737617018,6.102663576,5.5200244
887,88.6018,4.716353242,5.995837641,5.525427216
888,88.7018,4.59835389,6.01269868,5.496332153
889,88.8018,4.698895077,6.013521549,5.587021572
890,88.9018,4.668200166,6.07276655,5.583673496
891,89.0018,4.500990951,6.0310007,5.550658217
892,89.1018,4.637646192,6.045103595,5.549992244
893,89.2018,4.6550123,6.127247502,5.507255944
894,89.3018,4.490898057,6.101424701,5.518300125
895,89.4018,4.447922669,6.056806498,5.601050282
896,89.5018,4.624403287,6.071103668,5.527148239
897,89.6018,4.64777286,6.0557646,5.524488901
898,89.7018,4.483096207,6.059505599,5.558427499
899,89.8018,4.629694467,6.033979064,5.557641066
900,89.9018,4.579982579,5.994502138,5.56858679
901,90.0018,4.542749041,6.052846794,5.505149244
902,90.1018,4.581175972,6.020815737,5.632560001
903,90.2018,4.57459044,5.978869445,5.595536204
904,90.3018,4.490268683,6.039289868,5.591048217
905,90.4018,4.555774001,6.053900841,5.605473692
906,90.5018,4.630358431,6.037365497,5.628618193
907,90.6018,4.494632518,5.995989875,5.595744539
908,90.7018,4.586981733,6.01687322,5.521919135
909,90.8018,4.642346745,6.066395568,5.624547799
910,90.9018,4.579109978,6.035134368,5.576460354
911,91.0018,4.585445553,6.033564288,5.598382529
912,91.1018,4.477215483,6.10720548,5.570733105
913,91.2018,4.585076316,6.073697878,5.653148496
914,91.3018,4.570566956,6.016642791,5.573041009
915,91.4018,4.59749783,6.002093346,5.596943455
916,91.5018,4.549653009,6.050059635,5.607740107
917,91.6018,4.706395239,6.003919615,5.523756092
918,91.7018,4.707862809,6.037541786,5.632564559
919,91.8018,4.516298029,6.085392804,5.595448048
920,91.9018,4.61390802,6.050710638,5.57348425
921,92.0018,4.629592307,6.05536052,5.513304359
922,92.1018,4.633327173,6.011813484,5.642257257
923,92.2018,4.487683176,5.9957941,5.589034038
924,92.3018,4.681570131,6.050208635,5.578013392
925,92.4018,4.653379009,6.034644626,5.538452145
926,92.5019,4.53035005,5.992231137,5.458647748
927,92.6019,4.638661947,6.026615436,5.51345247
928,92.7019,4.542385527,6.027394129,5.602579604
929,92.8019,4.486013139,6.015265759,5.49040298
930,92.9019,4.49246362,6.038399825,5.485045143
931,93.0019,4.575530047,6.035135353,5.562749478
932,93.1019,4.488042437,5.964793613,5.6768081
933,93.2019,4.551123562,6.077332073,5.659017254
934,93.3019,4.703689072,5.957939536,5.623100778
935,93.4019,4.549821775,5.950430733,5.669202006
936,93.5019,4.735630101,6.015788559,5.506686874
937,93.6019,4.497206986,6.041134927,5.572154905
938,93.7019,4.438344855,5.974349016,5.61003161
939,93.8019,4.615245757,5.988034393,5.530194927
940,93.9019,4.631593669,5.999159159,5.517235276
941,94.0019,4.544561195,6.017910556,5.561278583
942,94.1019,4.582419042,5.998421706,5.517195645
943,94.2019,4.53252742,5.916384371,5.461649315
944,94.3019,4.494378598,6.003618924,5.523339025
945,94.4019,4.52878835,5.993360063,5.495595898
946,94.5019,4.424418537,6.041303716,5.564688399
947,94.6019,4.486108174,6.044755253,5.485290241
948,94.7019,4.517342467,5.975988168,5.60172823
949,94.8019,4.624169506,6.022169174,5.515978153
950,94.9019,4.610795095,6.013077803,5.607706197
951,95.0019,4.63624069,5.988565181,5.6301833
952,95.1019,4.532306039,5.983705182,5.651271206
953,95.2019,4.548544437,5.93729386,5.611412198
954,95.3019,4.574588439,5.916993901,5.557268622
955,95.4019,4.616925184,5.930937163,5.524794991
956,95.5019,4.505106473,5.883013004,5.606906381
957,95.6019,4.654599257,5.917765487,5.622778189
958,95.7019,4.571933151,5.920162045,5.602844915
959,95.8019,4.655333135,5.937665355,5.597264641
960,95.9019,4.651099326,5.957094585,5.54956525
961,96.0019,4.678360802,5.973722665,5.633816856
962,96.1019,4.531519764,5.938571799,5.547600361
963,96.2019,4.640523899,5.936288666,5.663763604
964,96.3019,4.691080623,5.952107401,5.566323519
965,96.4019,4.564342583,5.996257975,5.624392229
966,96.5019,4.543504752,5.968517195,5.501703672
967,96.6019,4.652293915,5.960501239,5.589127267
968,96.7019,4.523473612,5.957931374,5.59870135
969,96.8019,4.630100366,5.892385068,5.607944444
970,96.9019,4.543902902,6.025507199,5.563160518
971,97.0019,4.54267024,6.071701084,5.596217171
972,97.1019,4.621014438,6.022160989,5.568464654
973,97.2019,4.489130823,6.09809988,5.581124986
974,97.3019,4.605411749,6.035464096,5.651601028
975,97.4019,4.586153003,6.083090456,5.552791912
976,97.5019,4.593812822,6.086187002,5.609869356
977,97.602,4.537171032,6.027395164,5.567301412
978,97.702,4.513673418,6.081941019,5.495960528
979,97.802,4.529377827,6.044508107,5.593334934
980,97.902,4.618348048,6.088742262,5.586571945
981,98.002,4.714046777,6.085924793,5.600793344
982,98.102,4.556045304,6.094219296,5.590904999
983,98.202,4.561486878,6.038730427,5.592133996
984,98.302,4.538452796,6.045827731,5.586725271
985,98.402,4.625914691,6.072295995,5.641837888
986,98.502,4.598395295,6.045657808,5.611824951
987,98.602,4.554119678,6.046970947,5.593262069
988,98.702,4.591107606,5.98265164,5.589083128
989,98.802,4.596017783,6.096344918,5.573227295
990,98.902,4.578804823,6.049514246,5.488229989
991,99.002,4.552328035,5.978456623,5.483687
992,99.102,4.597535851,6.066949198,5.628491854
993,99.202,4.525492531,6.101823056,5.599492655
994,99.302,4.619257316,6.04550981,5.540270252
995,99.402,4.594961043,6.020249891,5.618515638
996,99.502,4.627466577,6.078562291,5.595584164
997,99.602,4.705963762,6.1081207,5.53838567
998,99.702,4.547591287,5.968209959,5.521712453
999,99.802,4.533950905,6.073850056,5.572790034
1000,99.902,4.65008669,6.06722533,5.498289972
1001,100,4.602819535,6.098923725,5.486392979
